Host,Formula,Crystal Category,Dopant Material,Concentration,Dopant Site,Temperature (K) ,Seebeck Coefficient (µV/K),Resistivity(Ω*m),Electrical Conductivity (S/m),Crystal Structure,Microstructure,Experimental Preparation Notes,Paper (hyperlink),,,,,,
Fe2VAl,Fe1.94Re0.06V0.90Ti0.18Al0.92,X2YZ,"Re, Ti","0.06, 0.18","Fe, V",726.476200,23.7264,4.0103,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.90Ti0.18Al0.92,X2YZ,"Re, Ti","0.06, 0.18","Fe, V",775.907000,15.3094,3.8348,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.82Ti0.26Al0.92,X2YZ,"Re, Ti","0.06, 0.26","Fe, V",313.919800,84.5941,2.4507,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.82Ti0.26Al0.92,X2YZ,"Re, Ti","0.06, 0.26","Fe, V",412.614400,96.9872,2.8743,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.82Ti0.26Al0.92,X2YZ,"Re, Ti","0.06, 0.26","Fe, V",472.974200,96.4421,3.1396,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.82Ti0.26Al0.92,X2YZ,"Re, Ti","0.06, 0.26","Fe, V",582.125500,79.3299,3.4433,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.82Ti0.26Al0.92,X2YZ,"Re, Ti","0.06, 0.26","Fe, V",678.968800,55.61,3.4098,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.82Ti0.26Al0.92,X2YZ,"Re, Ti","0.06, 0.26","Fe, V",777.167900,34.7008,3.2506,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.78Ti0.30Al0.92,X2YZ,"Re, Ti","0.06, 0.30","Fe, V",309.862400,74.4758,1.8929,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.78Ti0.30Al0.92,X2YZ,"Re, Ti","0.06, 0.30","Fe, V",408.553000,87.5715,2.3372,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.78Ti0.30Al0.92,X2YZ,"Re, Ti","0.06, 0.30","Fe, V",462.723900,89.835,2.5788,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.78Ti0.30Al0.92,X2YZ,"Re, Ti","0.06, 0.30","Fe, V",545.054700,85.2211,2.905,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.78Ti0.30Al0.92,X2YZ,"Re, Ti","0.06, 0.30","Fe, V",628.812800,70.9121,3.142,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.78Ti0.30Al0.92,X2YZ,"Re, Ti","0.06, 0.30","Fe, V",713.276000,53.2309,3.2403,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.78Ti0.30Al0.92,X2YZ,"Re, Ti","0.06, 0.30","Fe, V",775.079800,40.0398,3.2129,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.74Ti0.34Al0.92,X2YZ,"Re, Ti","0.06, 0.34","Fe, V",312.641200,68.294,2.5901,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.74Ti0.34Al0.92,X2YZ,"Re, Ti","0.06, 0.34","Fe, V",418.874000,81.8133,3.26,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.74Ti0.34Al0.92,X2YZ,"Re, Ti","0.06, 0.34","Fe, V",472.350100,85.6222,3.5309,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.74Ti0.34Al0.92,X2YZ,"Re, Ti","0.06, 0.34","Fe, V",571.823000,81.8563,3.9147,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.74Ti0.34Al0.92,X2YZ,"Re, Ti","0.06, 0.34","Fe, V",684.407600,64.0425,4.1432,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe1.94Re0.06V0.74Ti0.34Al0.92,X2YZ,"Re, Ti","0.06, 0.34","Fe, V",768.870800,46.3613,4.0284,,Poly,Bulk,"arc melting in argon atmosphere, homogenized at 1273K for 48 hours, annealed at 1273K for 1 hour followed by furnace cooling",Tailoring p-type thermoelectric properties of the Fe2VAl Heusler compound through off-stoichiometry and multiple substitution,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,300.0824,85.106100,582.8767,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,450.3905,45.342200,384.0409,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,599.9199,16.630800,321.954,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.02Al0.98,X2YZ,V,1.02,V,117.6942,-102.9371,273.5677,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.02Al0.98,X2YZ,V,1.02,V,178.7990,-135.664300,342.3118,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.02Al0.98,X2YZ,V,1.02,V,239.1353,-156.433600,420.4646,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.02Al0.98,X2YZ,V,1.02,V,269.1113,-156.433600,452.9185,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.02Al0.98,X2YZ,V,1.02,V,359.0392,-117.412600,483.3742,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.02Al0.98,X2YZ,V,1.02,V,451.2730,-63.286700,425.8863,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.02Al0.98,X2YZ,V,1.02,V,510.8407,-38.741300,381.9997,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.02Al0.98,X2YZ,V,1.02,V,601.1529,-22.377600,337.0603,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.03Al0.97,X2YZ,V,1.03,V,117.6942,-97.272700,211.0466,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.03Al0.97,X2YZ,V,1.03,V,206.4692,-140.489500,295.2468,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.03Al0.97,X2YZ,V,1.03,V,267.5741,-155.804200,361.2987,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.03Al0.97,X2YZ,V,1.03,V,358.6549,-135.454500,431.4562,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.03Al0.97,X2YZ,V,1.03,V,450.1201,-94.755200,434.6195,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.03Al0.97,X2YZ,V,1.03,V,539.6637,-58.042000,397.8373,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.03Al0.97,X2YZ,V,1.03,V,598.4628,-42.517500,368.0214,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.08Al0.92,X2YZ,V,1.08,V,118.0785,-53.846200,104.1594,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.08Al0.92,X2YZ,V,1.08,V,234.1393,-94.755200,175.8446,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.08Al0.92,X2YZ,V,1.08,V,330.9848,-109.021000,242.5849,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.08Al0.92,X2YZ,V,1.08,V,420.9127,-118.461500,301.9848,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.08Al0.92,X2YZ,V,1.08,V,479.7118,-115.314700,333.9861,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.08Al0.92,X2YZ,V,1.08,V,540.0480,-105.244800,357.0131,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V1.08Al0.92,X2YZ,V,1.08,V,600.0000,-89.510500,367.3605,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.93Al1.07,X2YZ,V,0.93,V,117.7072,16.365700,51.0275,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.93Al1.07,X2YZ,V,0.93,V,242.7098,35.470800,91.2326,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.93Al1.07,X2YZ,V,0.93,V,331.2159,46.606800,128.7873,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.93Al1.07,X2YZ,V,0.93,V,419.3546,57.343500,167.2912,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.93Al1.07,X2YZ,V,0.93,V,505.6707,62.089200,203.285,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.93Al1.07,X2YZ,V,0.93,V,600.1390,57.243200,242.016,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.95Al1.05,X2YZ,V,0.95,V,118.7738,27.283900,65.7209,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.95Al1.05,X2YZ,V,0.95,V,238.9893,43.861700,99.1082,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.95Al1.05,X2YZ,V,0.95,V,299.8269,54.347200,122.9672,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.95Al1.05,X2YZ,V,0.95,V,390.9309,61.353900,162.637,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.95Al1.05,X2YZ,V,0.95,V,450.6823,66.247500,188.8363,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.95Al1.05,X2YZ,V,0.95,V,508.9721,67.280500,213.7767,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.95Al1.05,X2YZ,V,0.95,V,601.2513,55.777900,253.211,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.97Al1.03,X2YZ,V,0.97,V,119.8398,38.335200,79.3278,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.97Al1.03,X2YZ,V,0.97,V,211.6690,48.803600,101.3978,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.97Al1.03,X2YZ,V,0.97,V,329.6724,64.983100,146.8567,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.97Al1.03,X2YZ,V,0.97,V,420.7828,70.258800,187.7096,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.97Al1.03,X2YZ,V,0.97,V,508.2440,64.617700,222.9294,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.97Al1.03,X2YZ,V,0.97,V,600.9152,46.856600,245.3877,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.985Al1.015,X2YZ,V,0.985,V,119.7573,60.705500,242.8882,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.985Al1.015,X2YZ,V,0.985,V,206.7612,79.032700,240.5275,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.985Al1.015,X2YZ,V,0.985,V,271.2917,88.584100,250.5745,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.985Al1.015,X2YZ,V,0.985,V,330.6863,90.149000,262.3693,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.985Al1.015,X2YZ,V,0.985,V,417.4790,65.733300,273.2613,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.985Al1.015,X2YZ,V,0.985,V,511.6500,41.446700,274.5561,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2V0.985Al1.015,X2YZ,V,0.985,V,599.1619,22.090600,283.2734,,Poly,Bulk,"melting, remelting at least four times, annealed for 72 hr at 1173K furnace cooled",Influence of self-substitution on the thermoelectric Fe2VAl Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,3.0519,5.574900,2.29E+03,,Poly ,Bulk,annealed at 900C for one week,Stoichiometric and off-stoichiometric full Heusler Fe 2 V1−xWxAl thermoelectric systems,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,73.2452,49.477400,1.74E+03,,Poly ,Bulk,annealed at 900C for one week,Stoichiometric and off-stoichiometric full Heusler Fe 2 V1−xWxAl thermoelectric systems,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,166.8362,74.564500,1.46E+03,,Poly ,Bulk,annealed at 900C for one week,Stoichiometric and off-stoichiometric full Heusler Fe 2 V1−xWxAl thermoelectric systems,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,270.6002,67.247400,1.03E+03,,Poly ,Bulk,annealed at 900C for one week,Stoichiometric and off-stoichiometric full Heusler Fe 2 V1−xWxAl thermoelectric systems,,,,,,
