Host,Formula,Crystal Category,Dopant Material,Concentration,Dopant Site,Temperature (K) ,Seebeck Coefficient (µV/K),Resistivity(Ω*m),Electrical Conductivity (S/m),Crystal Structure,Microstructure,Experimental Preparation Notes,Paper (hyperlink),,,,,,
Fe2VAl,Fe1.85VW0.15Al,X2YZ,W,0.15,Fe,855.8719,-26.6268,,35.65,Poly,Bulk,"hand-milled, spark plasma sintering",Effect of Off-Stoichiometry and Point Defects on ThermoelectricProperties of a W‑Substituted Fe2VAl Heusler Compound,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,83.3879,53.2973,5.24E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,154.1442,73.2089,5.10E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,222.7167,82.6097,4.98E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,303.4724,87.4920,4.91E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.97Si0.03Al,X2YZ,Si,0.03,V,80.7027,-42.6036,X,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.97Si0.03Al,X2YZ,Si,0.03,V,126.1036,-56.1246,X,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.97Si0.03Al,X2YZ,Si,0.03,V,182.5574,-65.4926,X,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.97Si0.03Al,X2YZ,Si,0.03,V,223.1146,-61.2243,X,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.97Si0.03Al,X2YZ,Si,0.03,V,303.0834,-38.5369,X,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.94Si0.06Al,X2YZ,Si,0.06,V,86.0061,-93.2678,7.44E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.94Si0.06Al,X2YZ,Si,0.06,V,142.9032,-129.5748,7.23E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.94Si0.06Al,X2YZ,Si,0.06,V,183.8898,-147.2226,7.48E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.94Si0.06Al,X2YZ,Si,0.06,V,223.7372,-153.0027,7.81E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.94Si0.06Al,X2YZ,Si,0.06,V,272.0242,-143.2247,7.63E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.94Si0.06Al,X2YZ,Si,0.06,V,295.2274,-131.7183,7.02E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Si0.10Al,X2YZ,Si,0.1,V,80.3781,-58.5866,1.48E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Si0.10Al,X2YZ,Si,0.1,V,134.6543,-80.7486,1.65E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Si0.10Al,X2YZ,Si,0.1,V,195.5603,-99.6883,2.13E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Si0.10Al,X2YZ,Si,0.1,V,254.2445,-115.4404,2.83E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Si0.10Al,X2YZ,Si,0.1,V,305.1636,-123.9169,3.65E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.80Si0.20Al,X2YZ,Si,0.2,V,78.1198,-42.1571,1.65E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.80Si0.20Al,X2YZ,Si,0.2,V,142.3462,-61.5404,2.13E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.80Si0.20Al,X2YZ,Si,0.2,V,216.9080,-84.0797,3.25E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.80Si0.20Al,X2YZ,Si,0.2,V,305.1068,-103.3692,4.72E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,88.0457,28.2392,5.27E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,131.6919,43.5216,5.18E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,197.7712,53.1561,5.06E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,245.5648,58.1395,4.97E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,301.5934,58.4718,4.86E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.95Sn0.05Al,X2YZ,Sn,0.05,V,80.2474,-84.0532,8.47E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.95Sn0.05Al,X2YZ,Sn,0.05,V,127.4366,-117.2757,8.96E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.95Sn0.05Al,X2YZ,Sn,0.05,V,170.4587,-134.8837,9.35E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.95Sn0.05Al,X2YZ,Sn,0.05,V,203.7266,-141.1960,9.49E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.95Sn0.05Al,X2YZ,Sn,0.05,V,257.4930,-135.2159,9.13E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.95Sn0.05Al,X2YZ,Sn,0.05,V,301.1367,-119.2691,8.59E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Sn0.10Al,X2YZ,Sn,0.1,V,88.0110,-62.4585,3.74E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Sn0.10Al,X2YZ,Sn,0.1,V,141.1556,-90.0332,4.15E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Sn0.10Al,X2YZ,Sn,0.1,V,209.2577,-121.9269,4.64E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Sn0.10Al,X2YZ,Sn,0.1,V,254.5271,-141.1960,4.94E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.90Sn0.10Al,X2YZ,Sn,0.1,V,300.1241,-148.1728,5.22E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.80Sn0.20Al,X2YZ,Sn,0.2,V,80.4100,-27.5748,1.62E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.80Sn0.20Al,X2YZ,Sn,0.2,V,143.2379,-47.5083,2.04E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.80Sn0.20Al,X2YZ,Sn,0.2,V,204.5531,-62.4585,2.38E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2V0.80Sn0.20Al,X2YZ,Sn,0.2,V,299.8771,-82.0598,2.74E-05,,Poly,Bulk,arc melting,High Thermoelectric Power Factor Near Room Temperaturein Full-Heusler Alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,141.3428,13.4213,1.70E-04,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,287.3969,30.7200,8.08E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,358.0683,35.4277,5.81E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,401.4134,36.4648,4.89E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,507.8916,16.7177,3.68E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,601.1779,2.2315,3.28E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.03Al0.97,X2YZ,Ta,0.03,Al,100.8245,-88.0172,2.88E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.03Al0.97,X2YZ,Ta,0.03,Al,192.2261,-130.6254,3.72E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.03Al0.97,X2YZ,Ta,0.03,Al,262.8975,-155.3545,4.36E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.03Al0.97,X2YZ,Ta,0.03,Al,336.3958,-164.5777,4.78E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.03Al0.97,X2YZ,Ta,0.03,Al,418.3746,-147.2579,4.75E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.03Al0.97,X2YZ,Ta,0.03,Al,513.5453,-97.8774,4.20E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.03Al0.97,X2YZ,Ta,0.03,Al,584.2167,-76.3487,3.83E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.03Al0.97,X2YZ,Ta,0.03,Al,701.0601,-52.2069,3.45E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.05Al0.95,X2YZ,Ta,0.05,Al,96.1131,-63.5726,1.67E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.05Al0.95,X2YZ,Ta,0.05,Al,230.8598,-114.3428,2.56E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.05Al0.95,X2YZ,Ta,0.05,Al,307.1849,-140.9135,3.15E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.05Al0.95,X2YZ,Ta,0.05,Al,353.3569,-148.2879,3.50E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.05Al0.95,X2YZ,Ta,0.05,Al,425.9128,-153.5683,3.94E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.05Al0.95,X2YZ,Ta,0.05,Al,468.3157,-150.6911,4.06E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.05Al0.95,X2YZ,Ta,0.05,Al,587.9859,-122.3449,3.94E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.05Al0.95,X2YZ,Ta,0.05,Al,702.9446,-83.7469,3.64E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.08Al0.92,X2YZ,Ta,0.08,Al,98.9399,-45.4383,1.45E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.08Al0.92,X2YZ,Ta,0.08,Al,259.1284,-96.2169,2.38E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.08Al0.92,X2YZ,Ta,0.08,Al,387.2792,-128.3241,3.24E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.08Al0.92,X2YZ,Ta,0.08,Al,476.7962,-137.0268,3.72E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.08Al0.92,X2YZ,Ta,0.08,Al,519.1991,-137.0407,3.85E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.08Al0.92,X2YZ,Ta,0.08,Al,616.2544,-115.7835,3.85E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.08Al0.92,X2YZ,Ta,0.08,Al,703.8869,-91.6321,3.68E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.12Al0.88,X2YZ,Ta,0.12,Al,103.6514,-28.3560,1.43E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.12Al0.88,X2YZ,Ta,0.12,Al,265.7244,-65.9938,2.18E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.12Al0.88,X2YZ,Ta,0.12,Al,381.6254,-89.9492,2.84E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.12Al0.88,X2YZ,Ta,0.12,Al,493.7574,-101.0249,3.43E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.12Al0.88,X2YZ,Ta,0.12,Al,572.9093,-101.5765,3.68E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,Fe2VTa0.12Al0.88,X2YZ,Ta,0.12,Al,702.9446,-89.7920,3.64E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 12 h, annealed at 1273 K for 1 hr and then 673 K for 6 hr",Thermoelectric properties of the Heusler-type Fe2VTaxAl1-x alloys,,,,,,
Fe2VAl,(Fe2/3V1/3)75Al25,X2YZ,Al,25,Al,90.0344,16.6099,1.90E-04,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)75Al25,X2YZ,Al,25,Al,176.6323,24.0058,1.43E-04,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)75Al25,X2YZ,Al,25,Al,288.6598,27.5051,7.59E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)75Al25,X2YZ,Al,25,Al,356.0137,27.9097,5.37E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)75Al25,X2YZ,Al,25,Al,399.3127,26.7644,4.57E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.7Al25.3,X2YZ,Al,25.3,Al,87.9725,28.4121,5.22E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.7Al25.3,X2YZ,Al,25.3,Al,174.5704,50.9432,4.87E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.7Al25.3,X2YZ,Al,25.3,Al,253.6082,70.1331,4.45E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.7Al25.3,X2YZ,Al,25.3,Al,306.5292,75.6619,4.13E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.7Al25.3,X2YZ,Al,25.3,Al,344.3299,76.0218,3.87E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.7Al25.3,X2YZ,Al,25.3,Al,401.3746,70.6595,3.42E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.5Al25.5,X2YZ,Al,25.5,Al,88.6598,19.0294,2.43E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.5Al25.5,X2YZ,Al,25.5,Al,162.8866,31.2499,2.56E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.5Al25.5,X2YZ,Al,25.5,Al,257.7320,56.5177,3.01E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.5Al25.5,X2YZ,Al,25.5,Al,314.7766,69.3176,3.24E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.5Al25.5,X2YZ,Al,25.5,Al,360.1375,72.1106,3.34E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)74.5Al25.5,X2YZ,Al,25.5,Al,397.9381,73.0759,3.37E-05,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)75.2Al24.8,X2YZ,Al,24.8,Al,88.6598,-20.0192,X,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)75.2Al24.8,X2YZ,Al,24.8,Al,162.1993,-32.6215,X,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
Fe2VAl,(Fe2/3V1/3)75.2Al24.8,X2YZ,Al,24.8,Al,219.9313,-38.5881,X,,Poly,Bulk,"arc melting, homogenized at 1273 K for 48 h, annealed at 1273 K for 1 h and then at 673 K for 4 h",Effect of off-stoichiometry on the transport properties of the Heusler-type Fe2 VAl compound,,,,,,
