Host,Composition,Crystal Category,Dopant Material,Concentration,Dopant Site,Temperature,Seebeck Coefficient,Electrical Resistivity,Electrical Conductivity (S/m),Crystal Structure,Microstructure,Experimental Preparation Notes,Paper (hyperlink),,,,,,
Fe2VAl,Fe1.89V1.11Ga,X2YZ,"Ga, V","1, 1.11","Al, V",298.7134,-34.8547,4.59E-05,,Poly ,Bulk,"Ar arc melting, annealed at 1000C for two days then further annealed at 400C for more than 12 hours","Thermoelectric properties of the semimetallic Heusler compounds Fe2-xV1+x M M=(Al, Ga)",,,,,,
TiMnSi2,TiMnSi2,X2YZ,X,X,X,387.856100,12.6368,2.23E-04,,Poly ,Bulk,arc melting,Thermoelectric Properties of Zr 3 Mn4 Si 6 and TiMnSi 2,,,,,,
TiMnSi2,TiMnSi2,X2YZ,X,X,X,582.667600,16.9605,1.77E-04,,Poly ,Bulk,arc melting,Thermoelectric Properties of Zr 3 Mn4 Si 6 and TiMnSi 2,,,,,,
TiMnSi2,TiMnSi2,X2YZ,X,X,X,777.512300,20.4565,1.12E-04,,Poly ,Bulk,arc melting,Thermoelectric Properties of Zr 3 Mn4 Si 6 and TiMnSi 2,,,,,,
TiMnSi2,TiMnSi2,X2YZ,X,X,X,888.156900,22.6396,1.34E-04,,Poly ,Bulk,arc melting,Thermoelectric Properties of Zr 3 Mn4 Si 6 and TiMnSi 2,,,,,,
TiMnSi2,TiMnSi2,X2YZ,X,X,X,989.214800,23.7720,2.25E-04,,Poly ,Bulk,arc melting,Thermoelectric Properties of Zr 3 Mn4 Si 6 and TiMnSi 2,,,,,,
TiMnSi2,TiMnSi2,X2YZ,X,X,X,1181.700000,27.1340,6.77E-04,,Poly ,Bulk,arc melting,Thermoelectric Properties of Zr 3 Mn4 Si 6 and TiMnSi 2,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,10.3321,2.8546,2.88E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,86.5314,16.4112,2.49E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,151.107,23.7799,2.17E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,223.4317,33.2226,1.81E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,287.3616,40.5895,1.45E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.98V1.02Al,X2YZ,V,0.02,Fe,7.1976,-2.8571,3.09E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.98V1.02Al,X2YZ,V,0.02,Fe,57.0842,-27.3466,3.05E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.98V1.02Al,X2YZ,V,0.02,Fe,114.5167,-59.8040,2.92E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.98V1.02Al,X2YZ,V,0.02,Fe,163.1457,-90.9555,2.74E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.98V1.02Al,X2YZ,V,0.02,Fe,210.9362,-109.4587,2.51E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.98V1.02Al,X2YZ,V,0.02,Fe,246.9887,-110.0189,2.36E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.98V1.02Al,X2YZ,V,0.02,Fe,298.9714,-91.8891,2.18E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,V,0.05,Fe,7.3988,-5.6379,4.61E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,V,0.05,Fe,58.0079,-47.5761,4.04E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,V,0.05,Fe,107.1847,-81.1769,3.67E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,V,0.05,Fe,161.6134,-115.5208,3.37E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,V,0.05,Fe,203.6285,-132.0806,3.03E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,V,0.05,Fe,244.2112,-134.6157,2.68E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,V,0.05,Fe,288.6136,-125.3859,2.32E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.89V1.11Al,X2YZ,V,0.11,Fe,8.6359,0.5685,1.15E-04,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.89V1.11Al,X2YZ,V,0.11,Fe,63.2604,-27.5025,7.50E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.89V1.11Al,X2YZ,V,0.11,Fe,120.9196,-49.0233,5.66E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.89V1.11Al,X2YZ,V,0.11,Fe,170.3418,-69.8796,4.46E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.89V1.11Al,X2YZ,V,0.11,Fe,233.6369,-95.1710,3.22E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe1.89V1.11Al,X2YZ,V,0.11,Fe,299.0996,-105.3076,2.32E-05,,Poly ,Bulk,"Ar arc-melting furnace, annealed in a vacuum-sealed (1025 torr! quartz tube at 1000 °C for 2 days, and then further annealed at 400 °C for more than 12 h",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe2VGa,X2YZ,X,X,X,9.6398,6.8686,2.78E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe2VGa,X2YZ,X,X,X,50.4237,22.1935,2.96E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe2VGa,X2YZ,X,X,X,107.5212,32.0995,2.91E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe2VGa,X2YZ,X,X,X,171.2924,34.8788,2.87E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe2VGa,X2YZ,X,X,X,240.2542,33.5870,2.79E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe2VGa,X2YZ,X,X,X,287.7119,32.6140,2.77E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.98V1.02Ga,X2YZ,V,0.02,Fe,10.3814,-0.2638,3.39E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.98V1.02Ga,X2YZ,V,0.02,Fe,92.6907,-7.9964,3.26E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.98V1.02Ga,X2YZ,V,0.02,Fe,146.822,-3.5281,3.22E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.98V1.02Ga,X2YZ,V,0.02,Fe,215.0424,9.4457,3.09E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.98V1.02Ga,X2YZ,V,0.02,Fe,262.5,17.6439,2.98E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.98V1.02Ga,X2YZ,V,0.02,Fe,299.5763,20.3973,2.96E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.95V1.05Ga,X2YZ,V,0.05,Fe,10.3814,-5.0193,4.10E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.95V1.05Ga,X2YZ,V,0.05,Fe,45.2331,-30.4610,4.06E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.95V1.05Ga,X2YZ,V,0.05,Fe,77.1186,-51.8295,3.95E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.95V1.05Ga,X2YZ,V,0.05,Fe,117.161,-65.7173,3.71E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.95V1.05Ga,X2YZ,V,0.05,Fe,146.822,-68.4059,3.60E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.95V1.05Ga,X2YZ,V,0.05,Fe,181.6737,-64.9753,3.48E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.95V1.05Ga,X2YZ,V,0.05,Fe,236.5466,-53.3731,3.29E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.95V1.05Ga,X2YZ,V,0.05,Fe,290.678,-37.6956,3.09E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.89V1.11Ga,X2YZ,V,0.11,Fe,10.3814,-2.6415,6.43E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.89V1.11Ga,X2YZ,V,0.11,Fe,71.928,-14.4704,6.50E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.89V1.11Ga,X2YZ,V,0.11,Fe,137.1822,-26.6353,6.07E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.89V1.11Ga,X2YZ,V,0.11,Fe,201.6949,-36.4233,5.49E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.89V1.11Ga,X2YZ,V,0.11,Fe,255.8263,-37.3897,5.02E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VGa,Fe1.89V1.11Ga,X2YZ,V,0.11,Fe,298.8347,-35.6496,4.69E-06,,Poly ,Bulk,"arc-melting, annealed at 600 °C and then 400 °C",thermoelectric-properties-of-the-semimetallic-heusler-30z198f97w.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,10.2911,-9.6889,9.92E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,41.1578,-35.9240,1.20E-04,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,78.0144,-62.0126,1.28E-04,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,121.7083,-84.3125,1.13E-04,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,165.9641,-102.8356,1.04E-04,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,216.7683,-115.9524,9.54E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,262.9888,-120.4481,8.55E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,316.6076,-116.9737,7.49E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2VAl,X2YZ,X,X,X,348.2581,-111.6538,7.11E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.05VAl0.95,X2YZ,Al,0.95,Al,9.9963,-5.5093,6.15E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.05VAl0.95,X2YZ,Al,0.95,Al,69.9444,-25.6204,6.99E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.05VAl0.95,X2YZ,Al,0.95,Al,118.7727,-47.9104,8.54E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.05VAl0.95,X2YZ,Al,0.95,Al,165.3047,-63.8671,8.81E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.05VAl0.95,X2YZ,Al,0.95,Al,218.9619,-77.2481,8.10E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.05VAl0.95,X2YZ,Al,0.95,Al,286.0144,-85.6141,7.39E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.05VAl0.95,X2YZ,Al,0.95,Al,313.1108,-84.6180,7.10E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.05VAl0.95,X2YZ,Al,0.95,Al,347.6220,-82.9334,6.66E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.03VAl0.97,X2YZ,Al,0.97,Al,10.2846,-6.8572,8.32E-05,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.03VAl0.97,X2YZ,Al,0.97,Al,47.1360,-30.6535,1.03E-04,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.03VAl0.97,X2YZ,Al,0.97,Al,79.7019,-51.4916,1.24E-04,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
Fe2VAl,Fe2.03VAl0.97,X2YZ,Al,0.97,Al,122.2480,-70.8271,1.16E-04,,Poly,Bulk,"arc-melting, spark plasm sinterins, and annealing processes. homogenized at 1653 K for 20 min using induction heatin. annealed at 1648 K for 10 min. ",Effect of magnetic entropy in the thermoelectric properties of Fe-doped Fe2VAl full-Heusler alloy,,,,,,
